1,112.9289897,28.2336350,182.877,0.017,-125,1
2,112.9289897,28.2336350,182.878,0.015,-125,1
3,112.9289897,28.2336350,182.858,0.015,-125,1
4,112.9289897,28.2336350,182.883,0.013,-125,1
5,112.9289897,28.2336350,182.900,0.011,-125,1
6,112.9289897,28.2336350,182.873,0.010,-125,1
7,112.9289897,28.2336350,182.884,0.008,-125,1
8,112.9289897,28.2336350,182.862,0.008,-125,1
9,112.9289898,28.2336350,182.879,0.004,-125,1
10,112.9289894,28.2336349,182.904,0.014,-125,1
11,112.9289897,28.2336350,182.904,0.011,-125,1
12,112.9289897,28.2336350,182.870,0.008,-125,1
13,112.9289897,28.2336350,182.865,0.005,-125,1
14,112.9289897,28.2336350,182.875,0.002,-125,1
15,112.9289897,28.2336350,182.842,-0.001,-125,1
16,112.9289897,28.2336350,182.827,-0.000,-125,1
17,112.9289897,28.2336350,182.802,-0.000,-125,1
18,112.9289897,28.2336350,182.836,-0.002,-125,1
19,112.9289898,28.2336350,182.816,-0.005,-125,1
20,112.9289894,28.2336350,182.853,0.013,-125,1
21,112.9289896,28.2336350,182.863,0.013,-125,1
22,112.9289897,28.2336350,182.870,0.011,-125,1
23,112.9289896,28.2336350,182.892,0.009,-125,1
24,112.9289897,28.2336350,182.865,0.007,-125,1
25,112.9289896,28.2336350,182.879,0.005,-125,1
26,112.9289897,28.2336350,182.893,0.001,-125,1
27,112.9289896,28.2336350,182.891,0.000,-125,1
28,112.9289897,28.2336350,182.870,-0.002,-125,1
29,112.9289897,28.2336350,182.849,-0.005,-125,1
30,112.9289894,28.2336350,182.862,0.009,-125,1
31,112.9289896,28.2336350,182.874,0.009,-125,1
32,112.9289896,28.2336350,182.888,0.006,-125,1
33,112.9289897,28.2336350,182.880,0.004,-125,1
34,112.9289897,28.2336350,182.916,0.002,-125,1
35,112.9289897,28.2336350,182.920,0.002,-125,1
36,112.9289897,28.2336350,182.924,0.001,-125,1
37,112.9289897,28.2336350,182.936,-0.000,-125,1
38,112.9289898,28.2336350,182.909,-0.002,-125,1
39,112.9289898,28.2336350,182.909,-0.004,-125,1
40,112.9289894,28.2336350,182.890,0.013,-125,1
41,112.9289897,28.2336350,182.899,0.011,-125,1
42,112.9289897,28.2336350,182.888,0.010,-125,1
43,112.9289897,28.2336350,182.885,0.009,-125,1
44,112.9289898,28.2336350,182.858,0.007,-125,1
45,112.9289897,28.2336350,182.826,0.005,-125,1
46,112.9289898,28.2336350,182.845,0.003,-125,1
47,112.9289897,28.2336350,182.887,0.001,-125,1
48,112.9289898,28.2336350,182.860,-0.003,-125,1
49,112.9289898,28.2336350,182.858,-0.005,-125,1
50,112.9289894,28.2336350,182.884,0.013,-125,1
51,112.9289897,28.2336350,182.891,0.009,-125,1
52,112.9289897,28.2336350,182.883,0.007,-125,1
53,112.9289897,28.2336350,182.938,0.006,-125,1
54,112.9289897,28.2336350,182.932,0.003,-125,1
55,112.9289897,28.2336350,182.935,-0.005,-125,1
56,112.9289898,28.2336350,182.919,-0.025,-125,1
57,112.9289897,28.2336350,182.928,-0.056,-125,1
58,112.9289898,28.2336349,182.891,-0.098,-125,1
59,112.9289898,28.2336348,182.872,-0.142,-125,1
60,112.9289894,28.2336350,182.818,-0.136,-125,1
61,112.9289897,28.2336345,182.765,-0.192,-125,1
62,112.9289897,28.2336343,182.738,-0.251,-125,1
63,112.9289896,28.2336340,182.652,-0.311,-125,1
64,112.9289897,28.2336337,182.533,-0.371,-125,1
65,112.9289896,28.2336333,182.418,-0.432,-125,1
66,112.9289896,28.2336328,182.292,-0.494,-125,1
67,112.9289896,28.2336323,182.142,-0.549,-125,1
68,112.9289897,28.2336318,181.996,-0.602,-125,1
69,112.9289898,28.2336312,181.802,-0.654,-125,1
70,112.9289899,28.2336307,181.634,-0.706,-125,1
71,112.9289895,28.2336298,181.456,-0.757,-125,1
72,112.9289895,28.2336291,181.257,-0.815,-125,1
73,112.9289895,28.2336283,181.061,-0.867,-125,1
74,112.9289896,28.2336275,180.907,-0.912,-125,1
75,112.9289895,28.2336266,180.679,-0.959,-125,1
76,112.9289895,28.2336258,180.471,-1.003,-125,1
77,112.9289895,28.2336248,180.241,-1.051,-125,1
78,112.9289896,28.2336239,180.031,-1.094,-125,1
79,112.9289897,28.2336228,179.766,-1.138,-125,1
80,112.9289893,28.2336217,179.479,-1.181,-125,1
81,112.9289896,28.2336207,179.215,-1.208,-125,1
82,112.9289897,28.2336196,178.942,-1.239,-125,1
83,112.9289897,28.2336185,178.647,-1.262,-125,1
84,112.9289898,28.2336173,178.325,-1.284,-125,1
85,112.9289898,28.2336161,178.018,-1.305,-125,1
86,112.9289899,28.2336149,177.732,-1.320,-125,1
87,112.9289900,28.2336137,177.419,-1.330,-128,1
88,112.9289901,28.2336125,177.089,-1.343,-132,1
89,112.9289903,28.2336113,176.743,-1.348,-137,1
90,112.9289900,28.2336101,176.428,-1.373,-143,1
91,112.9289903,28.2336089,176.080,-1.377,-154,1
92,112.9289905,28.2336076,175.649,-1.376,-164,1
93,112.9289906,28.2336064,175.249,-1.385,-170,1
94,112.9289908,28.2336052,174.769,-1.386,-171,1
95,112.9289910,28.2336040,174.334,-1.393,-172,1
96,112.9289912,28.2336027,173.862,-1.392,-172,1
97,112.9289913,28.2336015,173.430,-1.377,-172,1
98,112.9289915,28.2336003,172.979,-1.337,-172,1
99,112.9289918,28.2335991,172.534,-1.293,-172,1
100,112.9289915,28.2335982,172.082,-1.248,-172,1
101,112.9289920,28.2335970,171.634,-1.216,-173,1
102,112.9289922,28.2335959,171.263,-1.187,-173,1
103,112.9289924,28.2335949,170.895,-1.162,-175,1
104,112.9289926,28.2335938,170.505,-1.148,-182,1
105,112.9289928,28.2335929,170.076,-1.149,-193,1
106,112.9289930,28.2335919,169.615,-1.155,-204,1
107,112.9289933,28.2335909,169.118,-1.163,-211,1
108,112.9289935,28.2335899,168.629,-1.182,-211,1
109,112.9289938,28.2335888,168.180,-1.198,-212,1
110,112.9289941,28.2335882,167.734,-1.160,-212,1
111,112.9289944,28.2335869,167.258,-1.192,-212,1
112,112.9289947,28.2335858,166.737,-1.214,-214,1
113,112.9289950,28.2335847,166.201,-1.236,-218,1
114,112.9289954,28.2335836,165.637,-1.249,-223,1
115,112.9289957,28.2335825,165.031,-1.243,-230,1
116,112.9289961,28.2335814,164.416,-1.247,-237,1
117,112.9289965,28.2335803,163.750,-1.233,-244,1
118,112.9289969,28.2335792,163.094,-1.230,-254,1
119,112.9289973,28.2335781,162.389,-1.210,-264,1
120,112.9289976,28.2335771,161.656,-1.192,-272,1
121,112.9289981,28.2335759,160.919,-1.179,-279,1
122,112.9289986,28.2335748,160.163,-1.181,-288,1
123,112.9289991,28.2335737,159.361,-1.175,-298,1
124,112.9289996,28.2335727,158.539,-1.165,-310,1
125,112.9290001,28.2335716,157.672,-1.151,-320,1
126,112.9290006,28.2335706,156.800,-1.152,-327,1
127,112.9290012,28.2335696,155.921,-1.146,-330,1
128,112.9290017,28.2335686,155.041,-1.130,-332,1
129,112.9290024,28.2335675,154.141,-1.115,-337,1
130,112.9290027,28.2335665,153.191,-1.110,-341,1
131,112.9290035,28.2335656,152.318,-1.100,-345,1
132,112.9290041,28.2335646,151.400,-1.096,-345,1
